URL,ID_NUMBER,Tags
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3084266,AC 1991.86,wrinkles; monochrome; rectangles; people; hats; clothing
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3155016,AC 1991.91,vehicles; people; clothing
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3114371,AC 1984.62.m,flowers; plants; vases; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3114372,AC 1984.62.n,monochrome; chairs; stories; people; clothing
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3114373,AC 1984.62.o,plants; rectangles; woods; roads; landscapes
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235097,AC 1977.8.1-9,dishes; pottery; vases; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235098,AC 1977.8.1-9,dishes; tables; rectangles; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235099,AC 1977.8.1-9,dishes; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235100,AC 1977.8.1-9,dishes
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235101,AC 1977.8.1-9,dishes; utensils; circles; mirrors
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235103,AC 1977.8.1-9,dishes; utensils; spoons; oval; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235104,AC 1977.8.1-9,dishes; art; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235102,AC 1977.8.1-9,dishes; appliances; lamps; art; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3072732,AC 1983.28,landscapes; branches; water; woods; trees; rectangles; art; animals
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3086946,AC 1983.4,birds; plants; beaks; art; painting; trees; drawing; illustrations; grasses; animals
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3183902,AC 1983.37,woods; chairs
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3183903,AC 1983.37,chairs; woods; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3062674,AC 1983.37,
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3314460,AC 1983.40,rectangles; art; painting; windows; water
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3076284,AC 1983.41,sky; water; nature; fog; towers; trees; cities; buildings
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3076285,AC 1983.42,art; monochrome; hats; doors; sitting; rooms; monuments; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3186821,AC 1987.61.d,blue; rectangles; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3084416,AC 1991.85,monochrome; people; clothing
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3084272,AC 1991.90,water; legs; lakes; knees; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075987,AC 1991.4,
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075999,AC 1991.4,brown; rectangles; woods; rocks; art; grasses; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075999,AC 1991.4,brown; rectangles; woods; rocks; art; grasses; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075985,AC 1991.3,
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075998,AC 1991.3,
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075998,AC 1991.3,
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075997,AC 1991.2,brown; rectangles; woods; art; grasses; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075997,AC 1991.2,brown; rectangles; woods; art; grasses; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075984,AC 1991.2,
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3056659,AC 1972.29,rectangles; patterns; square
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3076291,AC 1989.41,rectangles; symmetry; fog; roads; monochrome
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3054733,AC 1981.136,clouds; plants; sky; landscapes; trees; art; woods
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3301436,AC 1981.137,heads; statues; sculpture; art; busts
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3301437,AC 1981.137,heads; eye; statues; sculpture; temples; art; busts
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3089638,AC 1981.138,painting; art; drawing; illustrations; knees; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3237436,AC 1981.15,art; audio equipment; photography; woods; balances; stools
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=32607,AC 1981.18,toys; sculpture; statues; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3301403,AC 1981.21,sculpture; woods; art; busts
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3301404,AC 1981.21,statues; sculpture; woods; art; busts
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=32236,AC 1981.25,eye; legs; bodies; human; knees; art; people; animals
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3063627,AC 1981.26,bodies; human; hats; art; knees; painting; drawing
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3063628,AC 1981.27,plants; trees; sky; woods; landscapes; rectangles; painting; animals
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3277799,AC 1981.3,sculpture; dishes; art; rectangles; woods; mirrors
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3073465,AC 1981.36,plants; trees; mountains; landscapes; rocks; sky; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3232581,AC 1981.4,dishes; pottery; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065657,AC 1985.69.a-e,art; posters; rectangles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=32685,AC 1985.80.a,woods; rectangles; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=32687,AC 1985.80.b,buildings; windows; woods; houses; trees; stairs; bricks
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=32689,AC 1985.80.c,buildings; rectangles; ceilings; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3314244,AC 1986.54.a,art; rectangles; painting; illustrations; circles; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235612,AC 1987.28.a-f,dishes; pottery; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235613,AC 1987.28.a-f,art; dishes
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235614,AC 1987.28.a-f,dishes; jewelry; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235615,AC 1987.28.a-f,dishes; art; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235616,AC 1987.28.a-f,dishes; pottery; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3235617,AC 1987.28.a-f,art; dishes; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3186818,AC 1987.61.a,rectangles; painting; woods; art; patterns
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3186819,AC 1987.61.b,blue; rectangles; woods; art; grasses
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3186820,AC 1987.61.c,rectangles; woods; grasses; art
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3075988,AC 1991.88,
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3076000,AC 1991.88,rectangles; art; darkness; monochrome; rooms; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3076000,AC 1991.88,rectangles; art; darkness; monochrome; rooms; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3186822,AC 1987.61.e,rectangles; patterns; circles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3186823,AC 1987.61.f,rectangles; patterns; symmetry
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3084270,AC 1991.89,hats; monochrome; chairs; rooms; people; clothing
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3063508,AC 1955.121.a,photographs; rectangles; woods; art; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3063509,AC 1955.121.b,brown; photographs; rectangles; woods; art; rooms
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065940,AC 1955.155.a-h,art; rectangles; painting; illustrations; stories; drawing; people; clothing; furniture
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065941,AC 1955.155.a-h,art; books; rooms; stories; prints; people
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065942,AC 1955.155.a-h,art; painting; illustrations; drawing; prints; stories
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065944,AC 1955.155.a-h,art; rectangles; drawing; illustrations; stories; rooms; people; animals
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065945,AC 1955.155.a-h,art; painting; music; musical instruments; illustrations; drawing; stories; rectangles
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065946,AC 1955.155.a-h,art; rectangles; painting; posters; illustrations; drawing; stories; people; tables
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065947,AC 1955.155.a-h,woods; art; painting; books; illustrations; drawing; stories; people; beds
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3065943,AC 1955.155.a-h,art; painting; rectangles; drawing; illustrations; prints; people; clothing
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3301652,"AC 1956.47.a,b",heads; bodies; human; statues; sculpture; art; monuments; lighting
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3301654,"AC 1956.47.a,b",black; statues; sculpture; art; monuments
https://museums.fivecolleges.edu/grabimg.php?wm=1&kv=3301651,"AC 1956.47.a,b",heads; sculpture; statues; art; monuments; pedestals; angels; lighting
